Comienca comienca RG 0.952324
e e CC 1
de de SPS00 0.999758
lidiar lidiar VMN0000 1
. . Fp 1

Lo el DA0NS0 0.30297
iiii° iiii° NCMS000 0.175279
, , Fc 1
deuen deber VMIP3P0 1
atar atar VMN0000 1
al al_a+al_el SP+DA 0.915677
maste mástil NCMS000 1
de de SPS00 0.999758
la el DA0FS0 0.897854
naue nave NCFS000 1
un uno DI0MS0 0.930636
grant grande AQ0CS0 1
madero madero NCMS000 0.487525
foradado horadar VMPS0SM 1
de de SPS00 0.999758
amas ambos PI0FP000 0.913043
partes parte NCFP000 0.498818
, , Fc 1
para para SPS00 0.988789
ferir herir VMN0000 1
en en SPS00 1
las el DA0FP0 0.860393
naues nave NCFP000 1
e e CC 1
en en SPS00 1
los el DA0MP0 0.964169
marineros marinero NCMP000 0.633609
. . Fp 1

E e CC 1
este este DD0MS0 0.93323
es ser VSIP3S0 1
tal tal DD0CS0 0.776243
como como CS 0.953008
el el DA0MS0 0.880831
cardo cardo NCMS000 1
con con SPS00 1
que que PR0CN000 0.648953
foradan horadar VMIP3P0 1
los el DA0MP0 0.964169
muros muro NCMP000 1
de de SPS00 0.999758
la el DA0FS0 0.897854
çibdat ciudad NCFS000 1
çercada cercar VMPS0SF 1
, , Fc 1
e e CC 1
deuese deber+se VMIP3S0+PP3CN000 0.913505
en en SPS00 1
tal tal DD0CS0 0.776243
manera manera NCFS000 1
atar atar VMN0000 1
con con SPS00 1
el el DA0MS0 0.880831
master mástil NCMS000 1
, , Fc 1
por por SPS00 1
que que PR0CN000 0.648953
le le PP3CSD00 1
puedan poder VMSP3P0 0.916667
lançar lanzar VMN0000 1
e e CC 1
traer traer VMN0000 1
a a SPS00 0.956937
si si CS 0.944444
como como CS 0.953008
garrocha garrocha NCFS000 1
. . Fp 1

Lo el DA0NS0 0.30297
quinto quinto AO0MS0 0.875
, , Fc 1
deuen deber VMIP3P0 1
auer haber VMN0000 0.703704
muchas mucho DI0FP0 0.836538
saetas saeta NCFP000 1
con con SPS00 1
que que PR0CN000 0.648953
ronpan romper VMSP3P0 1
las el DA0FP0 0.860393
belas vela NCFP000 0.785714
, , Fc 1
ca ca CS 0.982082
rotas roto AQ0FP0 0.642857
e e CC 1
foradadas horadar VMPS0PF 1
las el DA0FP0 0.860393
belas vela NCFP000 0.785714
, , Fc 1
non no RN 0.99968
podran poder VMIF3P0 1
retener retener VMN0000 1
los el DA0MP0 0.964169
vientos viento NCMP000 1
, , Fc 1
nin ni CC 1
podran poder VMIF3P0 1
los el DA0MP0 0.964169
marineros marinero NCMP000 0.633609
auer haber VMN0000 0.703704
poder poder NCMS000 0.993421
para para SPS00 0.988789
lidiar lidiar VMN0000 1
, , Fc 1
nin ni CC 1
para para SPS00 0.988789
foyr huir VMN0000 1
sy si CS 0.871981
quisieren querer VMSF3P0 1
foyr huir VMN0000 1
. . Fp 1

Lo el DA0NS0 0.30297
vi° vi° NCMS000 0.175279
, , Fc 1
deuen deber VMIP3P0 1
auer haber VMN0000 0.703704
los el DA0MP0 0.964169
marineros marinero NCMP000 0.633609
un uno DI0MS0 0.930636
fierro hierro NCMS000 1
corvo corvo AQ0MS0 0.240506
, , Fc 1
a a SPS00 0.956937
manera manera NCFS000 1
de de SPS00 0.999758
foz hoz NCFS000 1
que que PR0CN000 0.648953
taje tajar VMIS1S0 0.600309
bien bien RG 0.963887
, , Fc 1
que que CS 0.351047
puedan poder VMSP3P0 0.916667
echar echar VMN0000 1
a a SPS00 0.956937
las el DA0FP0 0.860393
cuerdas cuerda NCFP000 0.633609
que que PR0CN000 0.648953
retienen retener VMIP3P0 1
las el DA0FP0 0.860393
belas vela NCFP000 0.785714
, , Fc 1
asi así RG 1
que que CS 0.351047
tajen tajar VMSP3P0 0.970833
e e CC 1
derriben derribar VMSP3P0 0.970833
las el DA0FP0 0.860393
belas vela NCFP000 0.785714
. . Fp 1

Ca ca CS 0.982082
las el DA0FP0 0.860393
belas vela NCFP000 0.785714
derribadas derribar VMPS0PF 1
, , Fc 1
nunca nunca RG 1
podran poder VMIF3P0 1
lidiar lidiar VMN0000 1
los el DA0MP0 0.964169
que que PR0CN000 0.648953
estan estar VAIP3P0 1
en en SPS00 1
las el DA0FP0 0.860393
naues nave NCFP000 1
. . Fp 1

Lo el DA0NS0 0.30297
vii° vii° NCMS000 0.175279
, , Fc 1
deuen deber VMIP3P0 1
auer haber VMN0000 0.703704
farpones farpa NCMP00A 1
con con SPS00 1
que que PR0CN000 0.648953
fieran herir VMSP3P0 1
en en SPS00 1
las el DA0FP0 0.860393
naues nave NCFP000 1
, , Fc 1
asi así RG 1
que que CS 0.351047
quando cuándo PT000000 1
vieren ver VMSF3P0 1
que que CS 0.351047
quieren querer VMIP3P0 1
foyr huir VMN0000 1
, , Fc 1
que que CS 0.351047
los el DA0MP0 0.964169
prendan prendar VMIP3P0 0.82498
e e CC 1
non no RN 0.99968
los lo PP3MPA00 0.0355791
dexen dejar VMSP3P0 1
foyr huir VMN0000 1
. . Fp 1

Lo el DA0NS0 0.30297
viii° viii° NCMS000 0.175279
, , Fc 1
deuen deber VMIP3P0 1
auer haber VMN0000 0.703704
muchos mucho DI0MP0 0.876506
orços orza NCMP000 1
llenos lleno AQ0MP0 0.602047
de de SPS00 0.999758
cal cal NCFN000 1
, , Fc 1
que que PR0CN000 0.648953
puedan poder VMSP3P0 0.916667
echar echar VMN0000 1
en en SPS00 1
las el DA0FP0 0.860393
naues nave NCFP000 1
de de SPS00 0.999758
los el DA0MP0 0.964169
enemigos enemigo NCMP000 0.65625
, , Fc 1
asi así RG 1
que que CS 0.351047
los lo PP3MPA00 0.0355791
puedan poder VMSP3P0 0.916667
çegar cegar VMN0000 1
con con SPS00 1
el el DA0MS0 0.880831
poluo polvo NCMS000 1
, , Fc 1
por por SPS00 1
que que PR0CN000 0.648953
non no RN 0.99968
se se PP3CN000 0.0107527
puedan poder VMSP3P0 0.916667
defender defender VMN0000 1
; ; Fx 1
la el DA0FS0 0.897854
qual cuál DT0CS0 1
cosa cosa NCFS000 1
es ser VSIP3S0 1
tanbien también RG 1
en en SPS00 1
la el DA0FS0 0.897854
batalla batalla NCFS000 1
de de SPS00 0.999758
la el DA0FS0 0.897854
mar mar NCCS000 1
, , Fc 1
como como CS 0.953008
en en SPS00 1
la el DA0FS0 0.897854
de de SPS00 0.999758
la el DA0FS0 0.897854
tierra tierra NCFS000 1
, , Fc 1
ca ca CS 0.982082
asi así RG 1
los lo PP3MPA00 0.0355791
podran poder VMIF3P0 1
prender prender VMN0000 1
e e CC 1
anegar anegar VMN0000 1
en en SPS00 1
la el DA0FS0 0.897854
mar mar NCCS000 1
. . Fp 1

Lo el DA0NS0 0.30297
ix 9 Z 1
, , Fc 1
deuen deber VMIP3P0 1
auer haber VMN0000 0.703704
muchos mucho DI0MP0 0.876506
orços orza NCMP000 1
llenos lleno AQ0MP0 0.602047
de de SPS00 0.999758
xabon jabón NCMS000 1
, , Fc 1
que que CS 0.351047
echen echar VMSP3P0 0.970833
en en SPS00 1
las el DA0FP0 0.860393
naues nave NCFP000 1
de de SPS00 0.999758
los el DA0MP0 0.964169
enemigos enemigo NCMP000 0.65625
, , Fc 1
asi así RG 1
que que CS 0.351047
non no RN 0.99968
dexen dejar VMSP3P0 1
andar andar VMN0000 0.916667
por por SPS00 1
las el DA0FP0 0.860393
naues nave NCFP000 1
. . Fp 1

Ca ca CS 0.982082
el el DA0MS0 0.880831
xabon jabón NCMS000 1
faze hacer VMIP3S0 1
mucho mucho RG 0.930013
escorrir escurrir VMN0000 1
, , Fc 1
e e CC 1
deslenar deslenar VMN0000 1
los el DA0MP0 0.964169
pies pie NCMP000 1
que que PR0CN000 0.648953
se saber VMIP1S0 0.763441
non no RN 0.99968
pueden poder VMIP3P0 1
los el DA0MP0 0.964169
omnes hombre NCMP000 1
tener tener VMN0000 1
. . Fp 1

Lo el DA0NS0 0.30297
x 10 Z 0.975
, , Fc 1
deuen deber VMIP3P0 1
auer haber VAN0000 0.0452675
consigo consigo PP3CNO00 0.65625
marineros marinero NCMP000 0.633609
que que PR0CN000 0.648953
puedan poder VMSP3P0 0.916667
entrar entrar VMN0000 1
so so SPS00 0.355634
la el DA0FS0 0.897854
naue nave NCFS000 1
, , Fc 1
e e CC 1
estar estar VAN0000 1
y ý RG 0.180639
grant grande AQ0CS0 1
tienpo tiempo NCMS000 1
: : Fd 1
e e CC 1
deuenlos deber+lo VMIP3P0+PP3MPA00 1
echar echar VMN0000 1
en en SPS00 1
pos pos SPS00 1
de de SPS00 0.999758
las el DA0FP0 0.860393
naues nave NCFP000 1
, , Fc 1
por por SPS00 1
que que CS 0.351047
los lo PP3MPA00 0.0355791
non no RN 0.99968
vean ver VMSP3P0 0.96875
echar echar VMN0000 1
los el DA0MP0 0.964169
enemigos enemigo NCMP000 0.65625
, , Fc 1
e e CC 1
estos este DD0MP0 0.866379
tales tal PD0CP000 0.723214
deuen deber VMIP3P0 1
leuar levar VMN0000 1
consigo conseguir VMIP1S0 0.34375
taladros taladro NCM000 1
, , Fc 1
e e CC 1
foradar horadar VMN0000 1
las el DA0FP0 0.860393
naues nave NCFP000 1
de de SPS00 0.999758
los el DA0MP0 0.964169
enemigos enemigo NCMP000 0.65625
e e CC 1
de de SPS00 0.999758
muchos mucho DI0MP0 0.876506
forados forado NCMP000 1
, , Fc 1
e e CC 1
asi así RG 1
conbatyendo conbatyendo VMG0000 1
quando cuándo PT000000 1
non no RN 0.99968
cuydaren cuidar VMSF3P0 1
, , Fc 1
meterlos meter+lo VMN0000+PP3MPA00 1
han haber VAIP3P0 0.97619
so so SPS00 0.355634
el el DA0MS0 0.880831
agua agua NCFS000 1
. . Fp 1

E e CC 1
deuen deber VMIP3P0 1
auer haber VMN0000 0.703704
consigo conseguir VMIP1S0 0.34375
muchas mucho DI0FP0 0.836538
barras barra NCFP000 0.711823
de de SPS00 0.999758
fierro hierro NCMS000 1
, , Fc 1
e e CC 1
muchas mucho DI0FP0 0.836538
piedras piedra NCFP000 1
para para SPS00 0.988789
conbatyr combatir VMN0000 1
los el DA0MP0 0.964169
enemigos enemigo NCMP000 0.65625
, , Fc 1
e e CC 1
guardando guardar VMG0000 1
bien bien RG 0.963887
todas todo DI0FP0 0.958167
las el DA0FP0 0.860393
cabtelas cautela NCFP000 1
sobredichas sobredicho AQ0FP0 1
, , Fc 1
podran poder VMIF3P0 1
vençer vencer VMN0000 1
sus su DP3CP0 1
enemigos enemigo NCMP000 0.65625
. . Fp 1

La el DA0FS0 0.897854
terçera 3 AO0FS0 0.0833333
cosa cosa NCFS000 1
es ser VSIP3S0 1
que que CS 0.351047
non no RN 0.99968
conviene convenir VMIP3S0 1
de de SPS00 0.999758
saber saber VMN0000 0.665563
a a SPS00 0.956937
que que PR0CN000 0.648953
son ser VSIP3P0 0.987239
ordenadas ordenar VMPS0PF 0.15
todas todo DI0FP0 0.958167
las el DA0FP0 0.860393
batallas batalla NCFP000 1
, , Fc 1
tanbien también RG 1
las el DA0FP0 0.860393
de de SPS00 0.999758
la el DA0FS0 0.897854
tierra tierra NCFS000 1
como como CS 0.953008
las el DA0FP0 0.860393
de de SPS00 0.999758
la el DA0FS0 0.897854
mar mar NCCS000 1
. . Fp 1

Mas mas CC 0.345275
aqui aquí RG 1
conviene convenir VMIP3S0 1
de de SPS00 0.999758
notar notar VMN0000 1
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
dize decir VMIP3S0 1
el él PP3MS000 0.119169
filosofo filosofar VMIS3S0 0.609156
, , Fc 1
que que CS 0.351047
nos me PP1CP000 0.5
non no RN 0.99968
lidiemos lidiar VMSP1P0 0.8959
por por SPS00 1
querer querer VMN0000 0.96875
lidiar lidiar VMN0000 1
, , Fc 1
mas más RG 0.654277
por por SPS00 1
auer haber VMN0000 0.703704
paz paz NCFS000 1
. . Fp 1

Ca ca CS 0.982082
en en SPS00 1
dos 2 Z 0.994169
maneras manera NCFP000 1
se ser VSM02S0 0.225806
puede poder VMIP3S0 0.960993
fazer hacer VMN0000 1
toda todo DI0FS0 0.949029
lid lid NCMS000 1
: : Fd 1
ca ca CS 0.982082
o o CC 0.99692
se se PP3CN000 0.0107527
faze hacer VMIP3S0 1
por por SPS00 1
cobdiçia codicia NCFS000 0.815423
de de SPS00 0.999758
ganar ganar VMN0000 1
algo algo RG 0.788462
, , Fc 1
o o CC 0.99692
de de SPS00 0.999758
vençer vencer VMN0000 1
los el DA0MP0 0.964169
enemigos enemigo NCMP000 0.65625
. . Fp 1

Mas mas CC 0.345275
si si CS 0.944444
la el DA0FS0 0.897854
batalla batalla NCFS000 1
buena bueno AQ0FS0 1
es ser VSIP3S0 1
e e CC 1
derecha derecho AQ0FS0 0.847222
, , Fc 1
nunca nunca RG 1
se saber VMIP1S0 0.763441
faze hacer VMIP3S0 1
sinon sino CC 0.96875
por por SPS00 1
auer haber VMN0000 0.703704
paz paz NCFS000 1
e e CC 1
sosiego sosiego NCMS000 0.637162
, , Fc 1
e e CC 1
por por SPS00 1
bien bien RG 0.963887
comun común AQ0CS0 1
. . Fp 1

Ca ca CS 0.982082
tales tal PD0CP000 0.723214
son ser VSIP3P0 0.987239
las el DA0FP0 0.860393
batallas batalla NCFP000 1
entre entre SPS00 0.97037
los el DA0MP0 0.964169
omnes hombre NCMP000 1
como como CS 0.953008
las el DA0FP0 0.860393
purgas purga NCFP000 0.75526
e e CC 1
las el DA0FP0 0.860393
sangrias sangría NCFP000 1
entre entre SPS00 0.97037
los el DA0MP0 0.964169
enfermos enfermo NCMP000 0.566946
. . Fp 1

E e CC 1
asi así RG 1
como como CS 0.953008
en en SPS00 1
el el DA0MS0 0.880831
cuerpo cuerpo NCMS000 1
del del_de+del_el SP+DA 0.5
omne hombre NCMS000 1
son ser VSIP3P0 0.987239
muchos mucho DI0MP0 0.876506
humores humor NCMP000 1
, , Fc 1
e e CC 1
quando cuándo PT000000 1
non no RN 0.99968
desigualados desigualar VMPS0PM 1
non no RN 0.99968
son ser VSIP3P0 0.987239
menester menester NCMS000 1
melezinas melecina NCFP000 1
ningunas ninguno PI0FP000 0.273349
, , Fc 1
nin ni CC 1
sangrias sangría NCFP000 1
, , Fc 1
asi así RG 1
los el DA0MP0 0.964169
omnes hombre NCMP000 1
quando cuándo PT000000 1
se saber VMIP1S0 0.763441
han haber VAIP3P0 0.97619
bien bien RG 0.963887
los el DA0MP0 0.964169
unos uno PI0MP000 0.788462
con con SPS00 1
los el DA0MP0 0.964169
otros otro PI0MP000 0.347561
e e CC 1
non no RN 0.99968
fazen hacer VMIP3P0 1
tuerto tuerto NCMS000 0.633609
los el DA0MP0 0.964169
unos uno PI0MP000 0.788462
a a SPS00 0.956937
los el DA0MP0 0.964169
otros otro PI0MP000 0.347561
non no RN 0.99968
se saber VMIP1S0 0.763441
deuen deber VMIP3P0 1
fazer hacer VMN0000 1
guerras guerra NCFP000 1
, , Fc 1
bien bien RG 0.963887
asi así RG 1
como como CS 0.953008
por por SPS00 1
umores humor NCMP000 1
se ser VSM02S0 0.225806
gana ganar VMIP3S0 0.165448
la el DA0FS0 0.897854
sanidat sanidad NCFS000 1
del del_de+del_el SP+DA 0.5
cuerpo cuerpo NCMS000 1
, , Fc 1
entonçe entonces RG 0.913043
faze hacer VMIP3S0 1
menester menester NCMS000 1
la el DA0FS0 0.897854
sangria sangría NCFS000 1
o o CC 0.99692
la el DA0FS0 0.897854
melezina melecina NCFS000 1
para para SPS00 0.988789
abaxarlos abajar+lo VMN0000+PP3MPA00 1
, , Fc 1
asi así RG 1
como como CS 0.953008
quando cuándo PT000000 1
los el DA0MP0 0.964169
omnes hombre NCMP000 1
ganan ganar VMIP3P0 1
la el DA0FS0 0.897854
paz paz NCFS000 1
es ser VSIP3S0 1
menester menester NCMS000 1
la el DA0FS0 0.897854
guerra guerra NCFS000 1
o o CC 0.99692
la el DA0FS0 0.897854
batalla batalla NCFS000 1
para para SPS00 0.988789
los el DA0MP0 0.964169
abaxar abajar VMN0000 1
. . Fp 1

Et et CC 1
asi así RG 1
quando cuándo PT000000 1
los el DA0MP0 0.964169
reyes rey NCMP000 1
toman tomar VMIP3P0 1
las el DA0FP0 0.860393
guerras guerra NCFP000 1
como como CS 0.953008
deuen deber VMIP3P0 1
, , Fc 1
es ser VSIP3S0 1
muy muy RG 1
bien bien RG 0.963887
de de SPS00 0.999758
les le PP3CPD00 1
enseñar enseñar VMN0000 1
todas todo DI0FP0 0.958167
las el DA0FP0 0.860393
maneras manera NCFP000 1
sobredichas sobredicho AQ0FP0 1
de de SPS00 0.999758
lidiar lidiar VMN0000 1
, , Fc 1
por por SPS00 1
que que PR0CN000 0.648953
puedan poder VMSP3P0 0.916667
tener tener VMN0000 1
todos todo DI0MP0 0.769608
sus su DP3CP0 1
çibdadanos ciudadano NCMP000 0.633609
en en SPS00 1
paz paz NCFS000 1
. . Fp 1

Mas mas CC 0.345275
aqui aquí RG 1
podemos poder VMIP1P0 1
notar notar VMN0000 1
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
cuenta contar VMIP3S0 0.594771
en en SPS00 1
el el DA0MS0 0.880831
x 10 Z 0.975
libro libro NCMS000 0.993994
de de SPS00 0.999758
Alixandre alejandro NP000P0 1
, , Fc 1
que que PR0CN000 0.648953
despues después RG 1
que que CS 0.351047
toda todo DI0FS0 0.949029
la el DA0FS0 0.897854
tierra tierra NCFS000 1
ouo haber VAIS3S0 1
sojudgada sojuzgar VMPS0SF 1
, , Fc 1
quiso querer VMIS3S0 1
sojudgar sojuzgar VMN0000 1
la el DA0FS0 0.897854
mar mar NCCS000 1
, , Fc 1
diziendo decir VMG0000 1
que que CS 0.351047
todo todo DI0MS0 0.746894
el el DA0MS0 0.880831
mundo mundo NCMS000 1
era ser VSII1S0 0.483357
muy muy RG 1
pequeño pequeño AQ0MS0 0.366391
para para SPS00 0.988789
el él PP3MS000 0.119169
: : Fd 1
e e CC 1
quiso querer VMIS3S0 1
saber saber VMN0000 0.665563
si si CS 0.944444
auia haber VMII3S0 1
otro otro DI0MS0 0.361878
mundo mundo NCMS000 1
allende allende RG 1
del del_de+del_el SP+DA 0.5
mar mar NCCS000 1
, , Fc 1
en en SPS00 1
que que PR0CN000 0.648953
pudiese poder VMSI3S0 0.575
enseñorear enseñorear VMN0000 1
asi así RG 1
como como CS 0.953008
en en SPS00 1
este este DD0MS0 0.93323
, , Fc 1
e e CC 1
llamo llamar VMIS3S0 0.500031
todos todo DI0MP0 0.769608
sus su DP3CP0 1
caualleros caballero NCMP000 0.954545
, , Fc 1
e e CC 1
dixoles decir+le VMIS3S0+PP3CPD00 1
: : Fd 1
Amigos amigo NCMP000 0.954545
e e CC 1
conpañeros compañero NCMP000 1
, , Fc 1
mucho mucho RG 0.930013
vos te PP2CP000 0.5
so ser VSIP1S0 0.426056
obligado obligar VMPS0SM 0.460071
e e CC 1
mucho mucho RG 0.930013
vos te PP2CP000 0.5
deuo deber VMIP1S0 1
gradeçer agradecer VMN0000 1
que que PR0CN000 0.648953
amastes amar VMIS2P0 1
sienpre siempre RG 1
la el DA0FS0 0.897854
mi mi DP1CSS 0.879781
vida vida NCFS000 1
e e CC 1
la el DA0FS0 0.897854
mi mi DP1CSS 0.879781
salud salud NCFS000 1
mas más RG 0.654277
que que CS 0.351047
la el DA0FS0 0.897854
vuestra vuestro DP2FSP 0.995283
, , Fc 1
e e CC 1
porque porque CS 0.996454
sienpre siempre RG 1
me me PP1CS000 1
segistes seguir VMIS2S0 1
desde desde SPS00 1
que que PR0CN000 0.648953
sali salir VMIS1S0 1
de de SPS00 0.999758
mi mi DP1CSS 0.879781
tierra tierra NCFS000 1
fasta hasta SP 0.99505
agora ahora RG 1
, , Fc 1
ruegouos ruegouos VMIS3S0 0.124812
que que CS 0.351047
asi así RG 1
como como CS 0.953008
non no RN 0.99968
me me PP1CS000 1
falleçistes fallecer VMIS2P0 1
en en SPS00 1
la el DA0FS0 0.897854
tierra tierra NCFS000 1
, , Fc 1
que que CS 0.351047
me me PP1CS000 1
non no RN 0.99968
fallezcades fallecer VMSP2P0 1
en en SPS00 1
la el DA0FS0 0.897854
mar mar NCCS000 1
. . Fp 1

Ca ca CS 0.982082
quiero querer VMIP1S0 1
yr ir VMN0000 1
sojudgar sojuzgar VMN0000 1
los el DA0MP0 0.964169
Antipodes antípoda NP000G0 0.5
que que PR0CN000 0.648953
estan estar VAIP3P0 1
deyuso deyuso RG 1
de de SPS00 0.999758
la el DA0FS0 0.897854
tierra tierra NCFS000 1
. . Fp 1

E e CC 1
ellos ellos PP3MP000 1
respondieronle responder+le VMIS3P0+PP3CSD00 1
que que CS 0.351047
de de SPS00 0.999758
muy muy RG 1
buena bueno AQ0FS0 1
mente mente NCFS000 0.794118
yrian ir VMIC3P0 1
doquier doquier RG 1
que que CS 0.351047
el él PP3MS000 0.119169
quisiese querer VMSI3S0 0.500089
, , Fc 1
e e CC 1
alli allí RG 1
entro entrar VMIS3S0 0.475
el el DA0MS0 0.880831
con con SPS00 1
sus su DP3CP0 1
caualleros caballero NCMP000 0.954545
en en SPS00 1
la el DA0FS0 0.897854
mar mar NCCS000 1
alta alto AQ0FS0 0.865854
, , Fc 1
e e CC 1
andudo andar VMIS3S0 1
quinze 15 Z 1
dias día NCMP000 1
por por SPS00 1
la el DA0FS0 0.897854
mar mar NCCS000 1
alta alto AQ0FS0 0.865854
a a SPS00 0.956937
buen bueno AQ0MS0 1
viento viento NCMS000 1
, , Fc 1
quel quel_que+quel_el CS+DA 0.5
semejaua semejar VMII1S0 0.5
que que PR0CN000 0.648953
bolauan volar VMII3P0 1
las el DA0FP0 0.860393
naues nave NCFP000 1
; ; Fx 1
e e CC 1
alli allí RG 1
ouo haber VAIS3S0 1
el el DA0MS0 0.880831
viento viento NCMS000 1
contrario contrario AQ0MS0 0.323529
que que PR0CN000 0.648953
tan tan RG 1
altas alto AQ0FP0 0.916667
leuava levar VMII3S0 0.625001
las el DA0FP0 0.860393
ondas onda NCFP000 1
, , Fc 1
que que CS 0.351047
a a SPS00 0.956937
las el DA0FP0 0.860393
vezes vez NCFP000 1
las lo PP3FPA00 0.139221
subia subir VMII3S0 0.649999
fasta hasta SP 0.99505
el el DA0MS0 0.880831
çielo cielo NCMS000 1
, , Fc 1
e e CC 1
a a SPS00 0.956937
las el DA0FP0 0.860393
vezes vez NCFP000 1
los lo PP3MPA00 0.0355791
deçendia descender VMII3S0 0.65
fasta hasta SP 0.99505
los el DA0MP0 0.964169
abismos abismo NCMP000 1
, , Fc 1
do donde PR000000 0.984536
todos todo PI0MP000 0.230392
ouieron haber VAIS3P0 0.5
miedo miedo NCMS000 1
e e CC 1
cuydaron cuidar VMIS3P0 1
ser ser VSN0000 0.969613
espereçidos esperezar VMPS0PM 1
, , Fc 1
sinon sino CC 0.96875
solo solo RG 0.716814
Alixandre alejandro NP000P0 1
que que PR0CN000 0.648953
nunca nunca RG 1
en en SPS00 1
el el DA0MS0 0.880831
cayo caer VMIS3S0 0.916667
miedo miedo NCMS000 1
. . Fp 1

E e CC 1
quando cuándo PT000000 1
vio ver VMIS3S0 1
que que CS 0.351047
non no RN 0.99968
era ser VSII1S0 0.483357
la el DA0FS0 0.897854
voluntad voluntad NCFS000 1
de de SPS00 0.999758
Dios dios NCMS000 0.999067
que que PR0CN000 0.648953
pasase pasar VMSI1S0 0.649822
allende allende RG 1
, , Fc 1
ouose haber+se VAIS3S0+PP3CN000 1
de de SPS00 0.999758
tornar tornar VMN0000 1
, , Fc 1
e e CC 1
alli allí RG 1
se saber VMIP1S0 0.763441
metio meter VMIS3S0 1
en en SPS00 1
la el DA0FS0 0.897854
mar mar NCCS000 1
, , Fc 1
en en SPS00 1
un uno DI0MS0 0.930636
arca arca NCFS000 1
de de SPS00 0.999758
vidrio vidrio NCMS000 1
con con SPS00 1
tres 3 Z 0.280029
caualleros caballero NCMP000 0.954545
, , Fc 1
los el DA0MP0 0.964169
mejores mejor AQ0CP0 0.96875
que que PR0CN000 0.648953
en en SPS00 1
su su DP3CS0 1
casa casa NCFS000 0.990148
auia haber VMII3S0 1
, , Fc 1
e e CC 1
mando mandar VMIP1S0 0.496933
que que CS 0.351047
le le PP3CSD00 1
touiesen tener VMSI3P0 1
quinze 15 Z 1
dias día NCMP000 1
so so SPS00 0.355634
la el DA0FS0 0.897854
mar mar NCCS000 1
, , Fc 1
por por SPS00 1
que que PR0CN000 0.648953
pudiese poder VMSI3S0 0.575
veer ver VMN0000 0.916667
que que CS 0.351047
cosas cosa NCFP000 1
auia haber VMII3S0 1
en en SPS00 1
la el DA0FS0 0.897854
mar mar NCCS000 1
. . Fp 1

Et et CC 1
alli allí RG 1
vio ver VMIS3S0 1
como como CS 0.953008
los el DA0MP0 0.964169
pescados pescado NCMP000 0.539929
peleauan pelear VMII3P0 1
con con SPS00 1
los el DA0MP0 0.964169
pescados pescado NCMP000 0.539929
, , Fc 1
e e CC 1
los el DA0MP0 0.964169
mayores mayor NCCP000 0.5
echauan echar VMII3P0 1
çeladas celada NCFP000 0.633609
a a SPS00 0.956937
los el DA0MP0 0.964169
menores menor AQ0CP0 0.916667
, , Fc 1
e e CC 1
tomauanlos tomar+lo VMII3P0+PP3MPA00 1
en en SPS00 1
medio medio AQ0MS0 0.956897
, , Fc 1
e e CC 1
comianlos comer+lo VMII3P0+PP3MPA00 1
: : Fd 1
e e CC 1
alli allí RG 1
aprendio aprender VMIS3S0 0.5
las el DA0FP0 0.860393
çeladas celada NCFP000 0.633609
que que PR0CN000 0.648953
se saber VMIP1S0 0.763441
echan echar VMIP3P0 1
en en SPS00 1
la el DA0FS0 0.897854
tierra tierra NCFS000 1
. . Fp 1

Entonçes entonces RG 0.912499
se saber VMIP1S0 0.763441
fue ser VSIS3S0 0.93672
querellar querellar VMN0000 1
la el DA0FS0 0.897854
mar mar NCCS000 1
al al_a+al_el SP+DA 0.915677
infierno infierno NCMS000 1
, , Fc 1
e e CC 1
dixo decir VMIS3S0 1
a a SPS00 0.956937
Luçifer lucifer NP000P0 1
: : Fd 1
o o CC 0.99692
Padre padre NCMS000 1
traygote traer+te VMIP1S0+PP2CS000 1
muchas mucho DI0FP0 0.836538
querellas querella NCFP000 0.755263
, , Fc 1
tanbien también RG 1
de de SPS00 0.999758
los el DA0MP0 0.964169
dioses dios NCMP000 1
como como CS 0.953008
de de SPS00 0.999758
los el DA0MP0 0.964169
omnes hombre NCMP000 1
de de SPS00 0.999758
Alixandre alejandro NP000P0 1
, , Fc 1
que que PR0CN000 0.648953
atormentan atormentar VMIP3P0 1
los el DA0MP0 0.964169
elementos elemento NCMP000 1
e e CC 1
la el DA0FS0 0.897854
tierra tierra NCFS000 1
e e CC 1
los el DA0MP0 0.964169
elementos elemento NCMP000 1
que que PR0CN000 0.648953
son ser VSIP3P0 0.987239
en en SPS00 1
ella él PP3FS000 1
. . Fp 1

Ca ca CS 0.982082
non no RN 0.99968
cunple cumplir VMM02S0 1
que que PR0CN000 0.648953
ha haber VAIP3S0 0.363363
vençido vencer VMPS0SM 1
a a SPS00 0.956937
Dario darío NP000P0 1
tres 3 Z 0.280029
vezes vez NCFP000 1
, , Fc 1
e e CC 1
sojudgado sojuzgar VMPS0SM 1
a a SPS00 0.956937
toda todo DI0FS0 0.949029
Asia asia NP000G0 1
e e CC 1
a a SPS00 0.956937
Media media NCFS000 0.110478
